i,j,t,price,advertised
630,30,25,1.9613645717401385,0
631,15,25,0.9243504260235744,0
633,32,25,1.795104620583242,0
633,39,25,1.089582459834744,1
637,6,25,0.7991545048137135,0
637,15,25,0.9243504260235744,0
639,6,25,0.7991545048137135,0
642,1,25,0.8633406232955072,0
642,7,25,2.1374511574572037,0
645,30,25,1.9613645717401385,0
646,25,25,3.023893482648194,0
647,22,25,2.885822656397464,0
648,33,25,0.2777588429399788,0
649,6,25,0.7991545048137135,0
650,12,25,2.417826650659625,0
651,6,25,0.7991545048137135,0
653,6,25,0.7991545048137135,0
653,7,25,2.1374511574572037,0
654,22,25,2.885822656397464,0
655,15,25,0.9243504260235744,0
655,30,25,1.9613645717401385,0
656,3,25,0.6999853275868002,0
656,6,25,0.7991545048137135,0
657,0,25,1.717944123146448,0
658,5,25,1.7508352836007226,0
659,30,25,1.9613645717401385,0
659,33,25,0.2777588429399788,0
663,5,25,1.7508352836007226,0
665,1,25,0.8633406232955072,0
667,4,25,2.0121899898882014,0
667,5,25,1.7508352836007226,0
668,6,25,0.7991545048137135,0
669,15,25,0.9243504260235744,0
669,34,25,2.213436921491774,0
670,1,25,0.8633406232955072,0
671,30,25,1.9613645717401385,0
672,6,25,0.7991545048137135,0
673,3,25,0.6999853275868002,0
673,26,25,2.3028292670530983,0
674,4,25,2.0121899898882014,0
674,7,25,2.1374511574572037,0
676,0,25,1.717944123146448,0
676,5,25,1.7508352836007226,0
677,30,25,1.9613645717401385,0
677,39,25,1.089582459834744,1
679,6,25,0.7991545048137135,0
679,30,25,1.9613645717401385,0
680,34,25,2.213436921491774,0
681,6,25,0.7991545048137135,0
681,34,25,2.213436921491774,0
682,1,25,0.8633406232955072,0
682,37,25,2.9415081807703336,0
683,1,25,0.8633406232955072,0
683,10,25,2.973728255337596,0
684,15,25,0.9243504260235744,0
686,11,25,2.631538456820416,0
687,7,25,2.1374511574572037,0
688,6,25,0.7991545048137135,0
689,13,25,2.2954513216770565,0
689,30,25,1.9613645717401385,0
690,1,25,0.8633406232955072,0
692,14,25,3.1496197739380114,0
692,33,25,0.2777588429399788,0
693,34,25,2.213436921491774,0
694,5,25,1.7508352836007226,0
694,32,25,1.795104620583242,0
695,12,25,2.417826650659625,0
697,34,25,2.213436921491774,0
697,39,25,1.089582459834744,1
698,13,25,2.2954513216770565,0
698,33,25,0.2777588429399788,0
698,39,25,1.089582459834744,1
699,30,25,1.9613645717401385,0
700,5,25,1.7508352836007226,0
701,15,25,0.9243504260235744,0
702,6,25,0.7991545048137135,0
703,16,25,0.8132380099239533,0
704,1,25,0.8633406232955072,0
705,6,25,0.7991545048137135,0
707,30,25,1.9613645717401385,0
708,6,25,0.7991545048137135,0
708,33,25,0.2777588429399788,0
711,32,25,1.795104620583242,0
713,14,25,3.1496197739380114,0
716,30,25,1.9613645717401385,0
718,6,25,0.7991545048137135,0
719,15,25,0.9243504260235744,0
720,30,25,1.9613645717401385,0
721,1,25,0.8633406232955072,0
723,24,25,1.498130459383808,0
724,4,25,2.0121899898882014,0
724,25,25,3.023893482648194,0
724,39,25,1.089582459834744,1
729,30,25,1.9613645717401385,0
730,2,25,3.3660602524727894,0
732,3,25,0.6999853275868002,0
732,6,25,0.7991545048137135,0
732,30,25,1.9613645717401385,0
732,32,25,1.795104620583242,0
733,0,25,1.717944123146448,0
733,6,25,0.7991545048137135,0
733,14,25,3.1496197739380114,0
734,15,25,0.9243504260235744,0
735,11,25,2.631538456820416,0
736,0,25,1.717944123146448,0
737,5,25,1.7508352836007226,0
738,3,25,0.6999853275868002,0
738,7,25,2.1374511574572037,0
738,8,25,1.4461257405202552,0
741,6,25,0.7991545048137135,0
741,30,25,1.9613645717401385,0
742,39,25,1.089582459834744,1
747,39,25,1.089582459834744,1
748,8,25,1.4461257405202552,0
748,15,25,0.9243504260235744,0
749,39,25,1.089582459834744,1
750,6,25,0.7991545048137135,0
751,13,25,2.2954513216770565,0
754,6,25,0.7991545048137135,0
756,33,25,0.2777588429399788,0
758,39,25,1.089582459834744,1
760,14,25,3.1496197739380114,0
761,3,25,0.6999853275868002,0
761,30,25,1.9613645717401385,0
762,39,25,1.089582459834744,1
763,6,25,0.7991545048137135,0
763,33,25,0.2777588429399788,0
764,13,25,2.2954513216770565,0
764,34,25,2.213436921491774,0
765,35,25,1.1535440860890345,0
767,6,25,0.7991545048137135,0
768,6,25,0.7991545048137135,0
771,8,25,1.4461257405202552,0
773,2,25,3.3660602524727894,0
774,7,25,2.1374511574572037,0
775,2,25,3.3660602524727894,0
776,6,25,0.7991545048137135,0
777,10,25,2.973728255337596,0
778,3,25,0.6999853275868002,0
778,6,25,0.7991545048137135,0
780,7,25,2.1374511574572037,0
781,1,25,0.8633406232955072,0
781,6,25,0.7991545048137135,0
782,15,25,0.9243504260235744,0
784,30,25,1.9613645717401385,0
784,33,25,0.2777588429399788,0
785,16,25,0.8132380099239533,0
786,30,25,1.9613645717401385,0
786,39,25,1.089582459834744,1
787,15,25,0.9243504260235744,0
787,24,25,1.498130459383808,0
790,33,25,0.2777588429399788,0
791,39,25,1.089582459834744,1
793,6,25,0.7991545048137135,0
795,29,25,1.3732934469615579,0
797,7,25,2.1374511574572037,0
798,21,25,0.875687688935052,0
801,30,25,1.9613645717401385,0
802,3,25,0.6999853275868002,0
802,6,25,0.7991545048137135,0
805,30,25,1.9613645717401385,0
806,33,25,0.2777588429399788,0
806,34,25,2.213436921491774,0
811,22,25,2.885822656397464,0
812,1,25,0.8633406232955072,0
812,6,25,0.7991545048137135,0
813,30,25,1.9613645717401385,0
813,39,25,1.089582459834744,1
817,1,25,0.8633406232955072,0
817,39,25,1.089582459834744,1
818,6,25,0.7991545048137135,0
819,13,25,2.2954513216770565,0
820,6,25,0.7991545048137135,0
821,34,25,2.213436921491774,0
822,7,25,2.1374511574572037,0
823,8,25,1.4461257405202552,0
823,33,25,0.2777588429399788,0
823,34,25,2.213436921491774,0
825,6,25,0.7991545048137135,0
827,24,25,1.498130459383808,0
828,6,25,0.7991545048137135,0
828,7,25,2.1374511574572037,0
828,15,25,0.9243504260235744,0
830,6,25,0.7991545048137135,0
832,6,25,0.7991545048137135,0
832,30,25,1.9613645717401385,0
835,25,25,3.023893482648194,0
836,34,25,2.213436921491774,0
840,30,25,1.9613645717401385,0
843,30,25,1.9613645717401385,0
845,1,25,0.8633406232955072,0
845,6,25,0.7991545048137135,0
846,6,25,0.7991545048137135,0
847,1,25,0.8633406232955072,0
847,30,25,1.9613645717401385,0
848,30,25,1.9613645717401385,0
849,12,25,2.417826650659625,0
850,7,25,2.1374511574572037,0
850,16,25,0.8132380099239533,0
851,39,25,1.089582459834744,1
852,0,25,1.717944123146448,0
852,1,25,0.8633406232955072,0
854,1,25,0.8633406232955072,0
854,28,25,1.1488874302754521,0
855,39,25,1.089582459834744,1
856,15,25,0.9243504260235744,0
856,16,25,0.8132380099239533,0
857,6,25,0.7991545048137135,0
857,17,25,2.2959951212550305,0
857,18,25,1.9614636781999089,0
859,1,25,0.8633406232955072,0
859,13,25,2.2954513216770565,0
863,0,25,1.717944123146448,0
865,33,25,0.2777588429399788,0
866,5,25,1.7508352836007226,0
867,28,25,1.1488874302754521,0
868,14,25,3.1496197739380114,0
869,7,25,2.1374511574572037,0
870,6,25,0.7991545048137135,0
871,10,25,2.973728255337596,0
874,6,25,0.7991545048137135,0
874,15,25,0.9243504260235744,0
877,28,25,1.1488874302754521,0
880,5,25,1.7508352836007226,0
881,2,25,3.3660602524727894,0
882,6,25,0.7991545048137135,0
885,8,25,1.4461257405202552,0
887,6,25,0.7991545048137135,0
890,1,25,0.8633406232955072,0
892,34,25,2.213436921491774,0
893,6,25,0.7991545048137135,0
898,6,25,0.7991545048137135,0
898,7,25,2.1374511574572037,0
899,5,25,1.7508352836007226,0
903,0,25,1.717944123146448,0
903,12,25,2.417826650659625,0
908,20,25,1.5878437776762533,0
908,21,25,0.875687688935052,0
908,39,25,1.089582459834744,1
909,30,25,1.9613645717401385,0
910,15,25,0.9243504260235744,0
913,33,25,0.2777588429399788,0
914,0,25,1.717944123146448,0
914,6,25,0.7991545048137135,0
915,0,25,1.717944123146448,0
916,11,25,2.631538456820416,0
916,33,25,0.2777588429399788,0
921,7,25,2.1374511574572037,0
922,1,25,0.8633406232955072,0
926,21,25,0.875687688935052,0
930,11,25,2.631538456820416,0
931,6,25,0.7991545048137135,0
933,33,25,0.2777588429399788,0
935,5,25,1.7508352836007226,0
936,1,25,0.8633406232955072,0
937,39,25,1.089582459834744,1
938,14,25,3.1496197739380114,0
940,16,25,0.8132380099239533,0
944,6,25,0.7991545048137135,0
945,0,25,1.717944123146448,0
945,1,25,0.8633406232955072,0
945,6,25,0.7991545048137135,0
947,30,25,1.9613645717401385,0
949,5,25,1.7508352836007226,0
950,6,25,0.7991545048137135,0
951,5,25,1.7508352836007226,0
951,33,25,0.2777588429399788,0
952,33,25,0.2777588429399788,0
953,33,25,0.2777588429399788,0
953,34,25,2.213436921491774,0
954,1,25,0.8633406232955072,0
954,6,25,0.7991545048137135,0
954,8,25,1.4461257405202552,0
956,6,25,0.7991545048137135,0
956,10,25,2.973728255337596,0
960,7,25,2.1374511574572037,0
961,5,25,1.7508352836007226,0
962,6,25,0.7991545048137135,0
962,34,25,2.213436921491774,0
963,6,25,0.7991545048137135,0
964,7,25,2.1374511574572037,0
965,1,25,0.8633406232955072,0
968,13,25,2.2954513216770565,0
968,15,25,0.9243504260235744,0
969,30,25,1.9613645717401385,0
970,5,25,1.7508352836007226,0
972,16,25,0.8132380099239533,0
975,30,25,1.9613645717401385,0
981,7,25,2.1374511574572037,0
982,6,25,0.7991545048137135,0
983,5,25,1.7508352836007226,0
983,6,25,0.7991545048137135,0
984,7,25,2.1374511574572037,0
985,6,25,0.7991545048137135,0
988,2,25,3.3660602524727894,0
989,18,25,1.9614636781999089,0
990,1,25,0.8633406232955072,0
990,2,25,3.3660602524727894,0
991,6,25,0.7991545048137135,0
992,33,25,0.2777588429399788,0
996,39,25,1.089582459834744,1
997,7,25,2.1374511574572037,0
998,10,25,2.973728255337596,0
1000,1,25,0.8633406232955072,0
1001,6,25,0.7991545048137135,0
1001,34,25,2.213436921491774,0
1002,1,25,0.8633406232955072,0
1002,30,25,1.9613645717401385,0
1003,16,25,0.8132380099239533,0
1004,7,25,2.1374511574572037,0
1005,14,25,3.1496197739380114,0
1006,8,25,1.4461257405202552,0
1007,6,25,0.7991545048137135,0
1007,7,25,2.1374511574572037,0
1007,18,25,1.9614636781999089,0
1008,16,25,0.8132380099239533,0
1008,34,25,2.213436921491774,0
1011,30,25,1.9613645717401385,0
1012,7,25,2.1374511574572037,0
1015,7,25,2.1374511574572037,0
1017,25,25,3.023893482648194,0
1018,6,25,0.7991545048137135,0
1020,10,25,2.973728255337596,0
1020,38,25,1.5376776891587869,0
1021,30,25,1.9613645717401385,0
1022,33,25,0.2777588429399788,0
1023,39,25,1.089582459834744,1
1026,34,25,2.213436921491774,0
1028,39,25,1.089582459834744,1
1030,1,25,0.8633406232955072,0
1034,0,25,1.717944123146448,0
1035,6,25,0.7991545048137135,0
1035,30,25,1.9613645717401385,0
1036,6,25,0.7991545048137135,0
1038,7,25,2.1374511574572037,0
1039,6,25,0.7991545048137135,0
1040,11,25,2.631538456820416,0
1041,34,25,2.213436921491774,0
1042,35,25,1.1535440860890345,0
1042,39,25,1.089582459834744,1
1043,6,25,0.7991545048137135,0
1044,39,25,1.089582459834744,1
1045,6,25,0.7991545048137135,0
1045,7,25,2.1374511574572037,0
1047,7,25,2.1374511574572037,0
1047,15,25,0.9243504260235744,0
1048,33,25,0.2777588429399788,0
1049,33,25,0.2777588429399788,0
1052,5,25,1.7508352836007226,0
1052,6,25,0.7991545048137135,0
1053,6,25,0.7991545048137135,0
1054,30,25,1.9613645717401385,0
1057,6,25,0.7991545048137135,0
1058,6,25,0.7991545048137135,0
1060,39,25,1.089582459834744,1
1062,6,25,0.7991545048137135,0
1066,1,25,0.8633406232955072,0
1069,0,25,1.717944123146448,0
1069,6,25,0.7991545048137135,0
1070,0,25,1.717944123146448,0
1070,6,25,0.7991545048137135,0
1072,33,25,0.2777588429399788,0
1073,6,25,0.7991545048137135,0
1073,13,25,2.2954513216770565,0
1073,33,25,0.2777588429399788,0
1078,15,25,0.9243504260235744,0
1078,39,25,1.089582459834744,1
1080,6,25,0.7991545048137135,0
1080,15,25,0.9243504260235744,0
1081,6,25,0.7991545048137135,0
1081,34,25,2.213436921491774,0
1082,30,25,1.9613645717401385,0
1083,15,25,0.9243504260235744,0
1083,34,25,2.213436921491774,0
1087,39,25,1.089582459834744,1
1088,6,25,0.7991545048137135,0
1089,18,25,1.9614636781999089,0
1093,6,25,0.7991545048137135,0
1095,29,25,1.3732934469615579,0
1096,5,25,1.7508352836007226,0
1097,1,25,0.8633406232955072,0
1097,6,25,0.7991545048137135,0
1099,6,25,0.7991545048137135,0
1100,39,25,1.089582459834744,1
1101,16,25,0.8132380099239533,0
1101,23,25,1.6125197023293585,1
1102,6,25,0.7991545048137135,0
1104,19,25,2.9616059739279343,0
1105,1,25,0.8633406232955072,0
1106,14,25,3.1496197739380114,0
1107,6,25,0.7991545048137135,0
1107,34,25,2.213436921491774,0
1112,6,25,0.7991545048137135,0
1112,34,25,2.213436921491774,0
1115,30,25,1.9613645717401385,0
1116,10,25,2.973728255337596,0
1117,32,25,1.795104620583242,0
1117,33,25,0.2777588429399788,0
1121,6,25,0.7991545048137135,0
1123,30,25,1.9613645717401385,0
1125,13,25,2.2954513216770565,0
1126,6,25,0.7991545048137135,0
1128,24,25,1.498130459383808,0
1129,1,25,0.8633406232955072,0
1129,6,25,0.7991545048137135,0
1130,6,25,0.7991545048137135,0
1130,7,25,2.1374511574572037,0
1131,3,25,0.6999853275868002,0
1131,14,25,3.1496197739380114,0
1136,30,25,1.9613645717401385,0
1136,33,25,0.2777588429399788,0
1137,26,25,2.3028292670530983,0
1138,39,25,1.089582459834744,1
1139,6,25,0.7991545048137135,0
1142,38,25,1.5376776891587869,0
1143,6,25,0.7991545048137135,0
1143,33,25,0.2777588429399788,0
1145,13,25,2.2954513216770565,0
1146,3,25,0.6999853275868002,0
1147,2,25,3.3660602524727894,0
1147,6,25,0.7991545048137135,0
1148,5,25,1.7508352836007226,0
1148,32,25,1.795104620583242,0
1149,7,25,2.1374511574572037,0
1150,3,25,0.6999853275868002,0
1152,6,25,0.7991545048137135,0
1153,39,25,1.089582459834744,1
1154,6,25,0.7991545048137135,0
1155,15,25,0.9243504260235744,0
1155,32,25,1.795104620583242,0
1157,34,25,2.213436921491774,0
1158,5,25,1.7508352836007226,0
1159,5,25,1.7508352836007226,0
1160,6,25,0.7991545048137135,0
1161,1,25,0.8633406232955072,0
1163,39,25,1.089582459834744,1
1164,12,25,2.417826650659625,0
1165,3,25,0.6999853275868002,0
1166,0,25,1.717944123146448,0
1168,39,25,1.089582459834744,1
1170,2,25,3.3660602524727894,0
1170,3,25,0.6999853275868002,0
1172,6,25,0.7991545048137135,0
1172,10,25,2.973728255337596,0
1173,6,25,0.7991545048137135,0
1173,35,25,1.1535440860890345,0
1174,7,25,2.1374511574572037,0
1175,34,25,2.213436921491774,0
1176,3,25,0.6999853275868002,0
1177,6,25,0.7991545048137135,0
1177,15,25,0.9243504260235744,0
1178,5,25,1.7508352836007226,0
1178,6,25,0.7991545048137135,0
1179,5,25,1.7508352836007226,0
1180,15,25,0.9243504260235744,0
1183,39,25,1.089582459834744,1
1186,4,25,2.0121899898882014,0
1186,10,25,2.973728255337596,0
1189,39,25,1.089582459834744,1
1193,12,25,2.417826650659625,0
1194,5,25,1.7508352836007226,0
1195,3,25,0.6999853275868002,0
1195,10,25,2.973728255337596,0
1196,29,25,1.3732934469615579,0
1197,9,25,2.8829650619604763,0
1197,21,25,0.875687688935052,0
1200,39,25,1.089582459834744,1
1202,1,25,0.8633406232955072,0
1203,34,25,2.213436921491774,0
1205,0,25,1.717944123146448,0
1207,30,25,1.9613645717401385,0
1208,6,25,0.7991545048137135,0
1211,6,25,0.7991545048137135,0
1211,34,25,2.213436921491774,0
1212,27,25,0.9715113243046553,0
1213,6,25,0.7991545048137135,0
1215,39,25,1.089582459834744,1
1219,1,25,0.8633406232955072,0
1219,6,25,0.7991545048137135,0
1220,5,25,1.7508352836007226,0
1221,16,25,0.8132380099239533,0
1222,6,25,0.7991545048137135,0
1223,1,25,0.8633406232955072,0
1223,39,25,1.089582459834744,1
1225,6,25,0.7991545048137135,0
1228,6,25,0.7991545048137135,0
1228,33,25,0.2777588429399788,0
1230,6,25,0.7991545048137135,0
1230,17,25,2.2959951212550305,0
1233,6,25,0.7991545048137135,0
1238,1,25,0.8633406232955072,0
1238,7,25,2.1374511574572037,0
1238,24,25,1.498130459383808,0
1239,24,25,1.498130459383808,0
1241,2,25,3.3660602524727894,0
1242,6,25,0.7991545048137135,0
1242,8,25,1.4461257405202552,0
1243,33,25,0.2777588429399788,0
1244,1,25,0.8633406232955072,0
1245,24,25,1.498130459383808,0
1246,6,25,0.7991545048137135,0
1249,30,25,1.9613645717401385,0
1255,6,25,0.7991545048137135,0
1256,25,25,3.023893482648194,0
1257,1,25,0.8633406232955072,0
1257,39,25,1.089582459834744,1
1259,30,25,1.9613645717401385,0
1261,5,25,1.7508352836007226,0
1266,33,25,0.2777588429399788,0
1267,30,25,1.9613645717401385,0
1269,6,25,0.7991545048137135,0
1270,6,25,0.7991545048137135,0
1270,30,25,1.9613645717401385,0
1272,39,25,1.089582459834744,1
1274,1,25,0.8633406232955072,0
1274,6,25,0.7991545048137135,0
1274,32,25,1.795104620583242,0
1275,1,25,0.8633406232955072,0
1277,15,25,0.9243504260235744,0
1280,2,25,3.3660602524727894,0
1282,5,25,1.7508352836007226,0
1283,6,25,0.7991545048137135,0
1284,5,25,1.7508352836007226,0
1285,7,25,2.1374511574572037,0
1286,1,25,0.8633406232955072,0
1286,30,25,1.9613645717401385,0
1287,15,25,0.9243504260235744,0
1288,10,25,2.973728255337596,0
1289,30,25,1.9613645717401385,0
1290,34,25,2.213436921491774,0
1290,39,25,1.089582459834744,1
1291,0,25,1.717944123146448,0
1293,8,25,1.4461257405202552,0
1295,10,25,2.973728255337596,0
1297,28,25,1.1488874302754521,0
1300,7,25,2.1374511574572037,0
1302,32,25,1.795104620583242,0
1303,6,25,0.7991545048137135,0
1304,5,25,1.7508352836007226,0
1304,33,25,0.2777588429399788,0
1306,4,25,2.0121899898882014,0
1308,1,25,0.8633406232955072,0
1312,30,25,1.9613645717401385,0
1313,11,25,2.631538456820416,0
1315,32,25,1.795104620583242,0
1315,34,25,2.213436921491774,0
1316,6,25,0.7991545048137135,0
1316,33,25,0.2777588429399788,0
1317,6,25,0.7991545048137135,0
1320,1,25,0.8633406232955072,0
1321,8,25,1.4461257405202552,0
1321,32,25,1.795104620583242,0
1324,1,25,0.8633406232955072,0
1327,3,25,0.6999853275868002,0
1328,10,25,2.973728255337596,0
1329,2,25,3.3660602524727894,0
1331,33,25,0.2777588429399788,0
1332,27,25,0.9715113243046553,0
1332,32,25,1.795104620583242,0
1335,6,25,0.7991545048137135,0
1336,5,25,1.7508352836007226,0
1337,7,25,2.1374511574572037,0
1338,5,25,1.7508352836007226,0
1339,1,25,0.8633406232955072,0
1339,6,25,0.7991545048137135,0
1340,6,25,0.7991545048137135,0
1341,30,25,1.9613645717401385,0
1342,30,25,1.9613645717401385,0
1342,39,25,1.089582459834744,1
1344,6,25,0.7991545048137135,0
1348,24,25,1.498130459383808,0
1348,34,25,2.213436921491774,0
1349,1,25,0.8633406232955072,0
1350,7,25,2.1374511574572037,0
1351,6,25,0.7991545048137135,0
1352,6,25,0.7991545048137135,0
1353,5,25,1.7508352836007226,0
1354,13,25,2.2954513216770565,0
1354,28,25,1.1488874302754521,0
1355,39,25,1.089582459834744,1
1356,1,25,0.8633406232955072,0
1357,5,25,1.7508352836007226,0
1358,5,25,1.7508352836007226,0
1358,8,25,1.4461257405202552,0
1361,34,25,2.213436921491774,0
1363,3,25,0.6999853275868002,0
1366,14,25,3.1496197739380114,0
1367,34,25,2.213436921491774,0
1368,30,25,1.9613645717401385,0
1371,39,25,1.089582459834744,1
1372,21,25,0.875687688935052,0
1373,6,25,0.7991545048137135,0
1373,30,25,1.9613645717401385,0
1374,11,25,2.631538456820416,0
1375,6,25,0.7991545048137135,0
1376,33,25,0.2777588429399788,0
1380,34,25,2.213436921491774,0
1381,6,25,0.7991545048137135,0
1381,34,25,2.213436921491774,0
1384,30,25,1.9613645717401385,0
1384,33,25,0.2777588429399788,0
1385,1,25,0.8633406232955072,0
1387,6,25,0.7991545048137135,0
1387,7,25,2.1374511574572037,0
1389,39,25,1.089582459834744,1
1391,13,25,2.2954513216770565,0
1392,6,25,0.7991545048137135,0
1392,19,25,2.9616059739279343,0
1393,7,25,2.1374511574572037,0
1393,39,25,1.089582459834744,1
1394,15,25,0.9243504260235744,0
1396,1,25,0.8633406232955072,0
1397,0,25,1.717944123146448,0
1398,8,25,1.4461257405202552,0
1398,16,25,0.8132380099239533,0
1404,6,25,0.7991545048137135,0
1406,2,25,3.3660602524727894,0
1406,24,25,1.498130459383808,0
1409,6,25,0.7991545048137135,0
1411,0,25,1.717944123146448,0
1412,16,25,0.8132380099239533,0
1412,33,25,0.2777588429399788,0
1413,17,25,2.2959951212550305,0
1414,16,25,0.8132380099239533,0
1415,5,25,1.7508352836007226,0
1416,33,25,0.2777588429399788,0
1418,15,25,0.9243504260235744,0
1419,10,25,2.973728255337596,0
1425,18,25,1.9614636781999089,0
1425,33,25,0.2777588429399788,0
1429,30,25,1.9613645717401385,0
1431,35,25,1.1535440860890345,0
1433,1,25,0.8633406232955072,0
1435,6,25,0.7991545048137135,0
1435,10,25,2.973728255337596,0
1436,6,25,0.7991545048137135,0
1436,9,25,2.8829650619604763,0
1441,2,25,3.3660602524727894,0
1442,0,25,1.717944123146448,0
1442,1,25,0.8633406232955072,0
1442,6,25,0.7991545048137135,0
1445,10,25,2.973728255337596,0
1446,6,25,0.7991545048137135,0
1449,34,25,2.213436921491774,0
1450,33,25,0.2777588429399788,0
1451,15,25,0.9243504260235744,0
1455,29,25,1.3732934469615579,0
1456,32,25,1.795104620583242,0
1457,13,25,2.2954513216770565,0
1459,1,25,0.8633406232955072,0
1459,30,25,1.9613645717401385,0
1462,30,25,1.9613645717401385,0
1464,24,25,1.498130459383808,0
1464,29,25,1.3732934469615579,0
1466,30,25,1.9613645717401385,0
1468,3,25,0.6999853275868002,0
1470,15,25,0.9243504260235744,0
1471,21,25,0.875687688935052,0
1476,2,25,3.3660602524727894,0
1477,6,25,0.7991545048137135,0
1478,5,25,1.7508352836007226,0
1480,3,25,0.6999853275868002,0
1480,30,25,1.9613645717401385,0
1481,6,25,0.7991545048137135,0
1482,19,25,2.9616059739279343,0
1483,1,25,0.8633406232955072,0
1483,6,25,0.7991545048137135,0
1483,35,25,1.1535440860890345,0
1485,39,25,1.089582459834744,1
1486,30,25,1.9613645717401385,0
1487,1,25,0.8633406232955072,0
1489,5,25,1.7508352836007226,0
1491,7,25,2.1374511574572037,0
1493,6,25,0.7991545048137135,0
1493,18,25,1.9614636781999089,0
1495,32,25,1.795104620583242,0
1498,5,25,1.7508352836007226,0
1498,33,25,0.2777588429399788,0
1499,0,25,1.717944123146448,0
1499,39,25,1.089582459834744,1
1500,9,25,2.8829650619604763,0
1502,3,25,0.6999853275868002,0
1502,5,25,1.7508352836007226,0
1504,6,25,0.7991545048137135,0
1504,15,25,0.9243504260235744,0
1505,6,25,0.7991545048137135,0
1505,15,25,0.9243504260235744,0
1507,16,25,0.8132380099239533,0
1509,39,25,1.089582459834744,1
1511,15,25,0.9243504260235744,0
1512,6,25,0.7991545048137135,0
1514,14,25,3.1496197739380114,0
1519,5,25,1.7508352836007226,0
1519,29,25,1.3732934469615579,0
1524,5,25,1.7508352836007226,0
1524,6,25,0.7991545048137135,0
1525,30,25,1.9613645717401385,0
1526,3,25,0.6999853275868002,0
1526,7,25,2.1374511574572037,0
1529,11,25,2.631538456820416,0
1530,6,25,0.7991545048137135,0
1531,36,25,1.5139442081293308,0
1532,5,25,1.7508352836007226,0
1535,4,25,2.0121899898882014,0
1535,6,25,0.7991545048137135,0
1535,8,25,1.4461257405202552,0
1537,6,25,0.7991545048137135,0
1539,10,25,2.973728255337596,0
1539,33,25,0.2777588429399788,0
1539,39,25,1.089582459834744,1
1544,27,25,0.9715113243046553,0
1546,21,25,0.875687688935052,0
1548,4,25,2.0121899898882014,0
1549,34,25,2.213436921491774,0
1550,15,25,0.9243504260235744,0
1550,30,25,1.9613645717401385,0
1551,2,25,3.3660602524727894,0
1551,15,25,0.9243504260235744,0
1553,6,25,0.7991545048137135,0
1553,23,25,1.6125197023293585,1
1553,33,25,0.2777588429399788,0
1558,2,25,3.3660602524727894,0
1562,33,25,0.2777588429399788,0
1563,39,25,1.089582459834744,1
1564,6,25,0.7991545048137135,0
1568,33,25,0.2777588429399788,0
1569,6,25,0.7991545048137135,0
1570,15,25,0.9243504260235744,0
1571,17,25,2.2959951212550305,0
1573,6,25,0.7991545048137135,0
1573,23,25,1.6125197023293585,1
1576,24,25,1.498130459383808,0
1577,6,25,0.7991545048137135,0
1578,32,25,1.795104620583242,0
1579,6,25,0.7991545048137135,0
1579,32,25,1.795104620583242,0
1581,0,25,1.717944123146448,0
1581,21,25,0.875687688935052,0
1583,16,25,0.8132380099239533,0
1583,18,25,1.9614636781999089,0
1587,11,25,2.631538456820416,0
1589,14,25,3.1496197739380114,0
1594,0,25,1.717944123146448,0
1596,6,25,0.7991545048137135,0
1598,10,25,2.973728255337596,0
1599,33,25,0.2777588429399788,0
1601,24,25,1.498130459383808,0
1601,33,25,0.2777588429399788,0
1602,30,25,1.9613645717401385,0
1602,39,25,1.089582459834744,1
1603,6,25,0.7991545048137135,0
1605,2,25,3.3660602524727894,0
1606,39,25,1.089582459834744,1
1607,10,25,2.973728255337596,0
1607,33,25,0.2777588429399788,0
1609,1,25,0.8633406232955072,0
1612,6,25,0.7991545048137135,0
1613,14,25,3.1496197739380114,0
1615,6,25,0.7991545048137135,0
1615,26,25,2.3028292670530983,0
1616,6,25,0.7991545048137135,0
1617,6,25,0.7991545048137135,0
1619,13,25,2.2954513216770565,0
1619,30,25,1.9613645717401385,0
1619,33,25,0.2777588429399788,0
1621,6,25,0.7991545048137135,0
1621,34,25,2.213436921491774,0
1623,0,25,1.717944123146448,0
1623,34,25,2.213436921491774,0
1624,2,25,3.3660602524727894,0
1625,6,25,0.7991545048137135,0
1626,10,25,2.973728255337596,0
1627,16,25,0.8132380099239533,0
1627,33,25,0.2777588429399788,0
1629,34,25,2.213436921491774,0
1632,15,25,0.9243504260235744,0
1633,10,25,2.973728255337596,0
1634,7,25,2.1374511574572037,0
1639,1,25,0.8633406232955072,0
1640,13,25,2.2954513216770565,0
1641,6,25,0.7991545048137135,0
1642,33,25,0.2777588429399788,0
1643,39,25,1.089582459834744,1
1647,15,25,0.9243504260235744,0
1649,39,25,1.089582459834744,1
1650,6,25,0.7991545048137135,0
1652,30,25,1.9613645717401385,0
1654,21,25,0.875687688935052,0
1656,1,25,0.8633406232955072,0
1656,6,25,0.7991545048137135,0
1656,7,25,2.1374511574572037,0
1659,27,25,0.9715113243046553,0
1660,6,25,0.7991545048137135,0
1660,35,25,1.1535440860890345,0
1661,2,25,3.3660602524727894,0
1662,11,25,2.631538456820416,0
1664,8,25,1.4461257405202552,0
1664,33,25,0.2777588429399788,0
1673,39,25,1.089582459834744,1
1675,2,25,3.3660602524727894,0
1676,0,25,1.717944123146448,0
1676,6,25,0.7991545048137135,0
1676,15,25,0.9243504260235744,0
1679,21,25,0.875687688935052,0
